         152754 function calls (142365 primitive calls) in 0.243 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\pythonapi.py:288(err_set_string)
        1    0.000    0.000    0.043    0.043 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\lowering.py:196(lower_function_body)
       38    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\types.py:449(__eq__)
       84    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\interpreter.py:194(_start_new_block)
       25    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\templates.py:179(signature)
       20    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:73(_wrapreduction)
      272    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\postproc.py:186(<genexpr>)
       12    0.000    0.000    0.004    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\context.py:231(_resolve_user_function_type)
       54    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:574(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\typeof.py:58(_typeof_buffer)
        3    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\datamodel\models.py:543(_from)
    45/41    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir_utils.py:1443(guard)
        1    0.000    0.000    0.238    0.238 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\dispatcher.py:99(_compile_core)
        9    0.000    0.000    0.029    0.003 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\module.py:207(_get_body_lines)
        3    0.000    0.000    0.024    0.008 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:654(descr_body)
       51    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\builder.py:160(_label_suffix)
        6    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:208(__call__)
       15    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\functools.py:802(wrapper)
       12    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\datamodel\models.py:445(as_argument)
       11    0.000    0.000    0.002    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\transforms.py:309(canonicalize_cfg)
        1    0.000    0.000    0.001    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:1103(unify)
       42    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\abc.py:196(__subclasscheck__)
       24    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\bytecode.py:120(_unpack_opargs)
       11    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\postproc.py:37(cfg)
       29    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:837(__init__)
       80    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\os.py:687(__iter__)
     36/6    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\itanium_mangler.py:155(mangle_type_or_value)
       32    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\value.py:143(name)
       32    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\re.py:286(_compile)
       34    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\builder.py:198(module)
       11    0.000    0.000    0.006    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\postproc.py:51(deadmaps)
        4    0.000    0.000    0.005    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\runtime\nrtopt.py:159(remove_redundant_nrt_refct)
       12    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:187(__call__)
       11    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:372(__init__)
       25    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\bytecode.py:174(next)
       34    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\base.py:46(find)
       81    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       93    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cgutils.py:44(make_bytearray)
       22    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\compiler_machinery.py:192(add_pass)
        7    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:347(descr)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\pprint.py:333(_format_dict_items)
       40    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:533(add)
       32    0.000    0.000    0.000    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir_utils.py:1489(find_callname)
       34    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\instructions.py:26(module)
     11/9    0.000    0.000    0.006    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\consts.py:24(infer_constant)
       53    0.000    0.000    0.010    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\runtime\context.py:220(decref)
       10    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\base.py:757(get_c_value)
       66    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\compiler_machinery.py:21(__enter__)
       30    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\datamodel\models.py:694(traverse)
      264    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        9    0.000    0.000    0.003    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\rewrites\macros.py:44(match)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typed_passes.py:485(run_pass)
       26    0.000    0.000    0.013    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\passmanagers.py:122(run)
        1    0.000    0.000    0.181    0.181 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typed_passes.py:430(run_pass)
       28    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\itanium_mangler.py:125(mangle_identifier)
        9    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\context.py:401(_load_builtins)
        9    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\module.py:7(__init__)
       25    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\controlflow.py:847(_iter_inst)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\compiler.py:521(define_untyped_pipeline)
       12    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:21(_escape_string)
       55    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\bytecode.py:237(__getitem__)
       41    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ssa.py:177(_run_ssa_block_pass)
        2    0.000    0.000    0.009    0.004 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\lowering.py:632(lower_getitem)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\bytecode.py:196(__init__)
       59    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\types.py:137(gep)
        3    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\types\common.py:48(__init__)
       23    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\context.py:441(_lookup_global)
       90    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\colorama\ansitowin32.py:22(__init__)
       30    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\types.py:170(__init__)
       85    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\templates.py:263(__init__)
       44    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\compiler_machinery.py:130(__init__)
     26/2    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\pprint.py:154(_format)
       31    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:190(with_lineno)
       36    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:1238(append)
        3    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cgutils.py:701(get_item_pointer2)
      171    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\datamodel\models.py:218(get_value_type)
       33    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\_utils.py:76(<listcomp>)
       34    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\llvmpy\core.py:110(int)
       11    0.000    0.000    0.002    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\transforms.py:239(canonicalize_cfg_single_backedge)
      169    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        3    0.000    0.000    0.006    0.002 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\callwrapper.py:20(add_arg)
       15    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\functools.py:764(dispatch)
       16    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numpy\core\fromnumeric.py:2092(sum)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typed_passes.py:753(_strip_phi_nodes)
        9    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\np\ufunc\array_exprs.py:33(match)
       26    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\passmanagers.py:108(initialize)
      158    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:1021(__str__)
        8    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\instructions.py:277(__init__)
      183    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:809(get_targets)
        1    0.000    0.000    0.002    0.002 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\runtime\nrtopt.py:47(_process_function)
       18    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        7    0.000    0.000    0.004    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\np\arrayobj.py:70(_make_refs)
       45    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\errors.py:206(__exit__)
      133    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\controlflow.py:595(<listcomp>)
       17    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cgutils.py:654(<listcomp>)
        8    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\interpreter.py:309(_insert_outgoing_phis)
       26    0.000    0.000    0.028    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:661(descr)
        1    0.000    0.000    0.002    0.002 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:1021(build_constraint)
        2    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\callconv.py:449(_get_return_status)
        6    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\np\arrayobj.py:141(fix_integer_index)
       17    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:267(__init__)
       25    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\ffi.py:201(__del__)
        6    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\typeof.py:37(typeof_impl)
      6/4    0.000    0.000    0.005    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\consts.py:56(_do_infer)
        1    0.000    0.000    0.239    0.239 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\dispatcher.py:337(_compile_for_args)
        3    0.000    0.000    0.002    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\codegen.py:700(_function_pass_manager)
       45    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
       34    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\llvmpy\core.py:126(null)
        9    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\templates.py:94(__repr__)
        1    0.000    0.000    0.001    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\np\arrayobj.py:2508(_increment_indices)
       39    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\inspect.py:2759(<genexpr>)
       15    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\types.py:446(_to_string)
        9    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\utils.py:493(unified_function_type)
       69    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:120(getone)
       49    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\pprint.py:391(_repr)
       27    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
       42    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\datamodel\models.py:442(get_argument_type)
        4    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:700(__call__)
        4    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\targets.py:9(get_process_triple)
       12    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\module.py:52(__init__)
       31    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\instructions.py:34(<listcomp>)
       30    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:562(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\datamodel\models.py:453(from_argument)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\untyped_passes.py:285(run_pass)
      110    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       21    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\datamodel\models.py:530(get_argument_type)
       25    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\templates.py:34(__init__)
       40    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\warnings.py:428(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\codegen.py:669(_create_empty_module)
      126    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\types\abstract.py:115(__repr__)
       42    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\compiler_machinery.py:358(resolve_requires)
        9    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\ntpath.py:75(join)
       33    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\instructions.py:98(args)
       45    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\errors.py:202(__enter__)
       14    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\context.py:261(resolve_getattr)
        1    0.000    0.000    0.051    0.051 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cpu.py:195(get_executable)
        4    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:558(__call__)
       23    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\dataflow.py:769(make_temp)
        1    0.000    0.000    0.238    0.238 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\dispatcher.py:795(compile)
       37    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\base.py:703(cast)
        8    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:45(bitcast)
       40    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:739(add_attribute)
       21    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\datamodel\models.py:636(set)
       26    0.000    0.000    0.028    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:668(__str__)
        1    0.000    0.000    0.002    0.002 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\np\arrayobj.py:2887(init_specific)
        5    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\value.py:198(type)
    52/11    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\datamodel\models.py:102(traverse_types)
        7    0.000    0.000    0.017    0.002 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\base.py:1163(__call__)
        9    0.000    0.000    0.002    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\rewrites\static_getitem.py:13(match)
       32    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\itanium_mangler.py:86(_escape_string)
        7    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\base.py:1186(__call__)
        8    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\inspect.py:485(unwrap)
      148    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:689(align)
      242    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        9    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\types\containers.py:144(from_types)
       24    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\utils.py:270(__getattr__)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\untyped_passes.py:1433(run_pass)
       64    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\lowering.py:265(debug_print)
       36    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\types.py:513(gep)
       32    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\itanium_mangler.py:116(_len_encoded)
       20    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\runtime\nrtopt.py:74(_process_basic_block)
        3    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\callconv.py:473(get_function_type)
        8    0.000    0.000    0.004    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:684(__call__)
       36    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:236(fixup)
       11    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\utils.py:98(erase_traceback)
       30    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 <ipython-input-254-6c2bee191f51>:5(<module>)
       11    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\traceback.py:212(clear_frames)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ssa.py:86(_iterated_domfronts)
        2    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\analysis.py:291(dead_branch_prune)
       53    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\logging\__init__.py:1542(isEnabledFor)
       25    0.000    0.000    0.003    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\errors.py:290(errmsg)
       45    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\colorama\initialise.py:67(reinit)
       32    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:31(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\copy.py:268(_reconstruct)
       13    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\types\functions.py:64(__init__)
       25    0.000    0.000    0.002    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\pythonapi.py:1266(_get_function)
       11    0.000    0.000    0.006    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\errors.py:641(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\pythonapi.py:36(lookup)
       18    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\ntpath.py:539(abspath)
        9    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\inline_closurecall.py:1424(__init__)
        2    0.000    0.000    0.003    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\lowering.py:736(lower_call)
        3    0.000    0.000    0.003    0.001 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cgutils.py:659(get_item_pointer)
        8    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\builder.py:609(select)
      132    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\analysis.py:141(<genexpr>)
        1    0.000    0.000    0.004    0.004 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typed_passes.py:167(run_pass)
       16    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\ctypes\__init__.py:484(cast)
        8    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\base.py:464(insert_unique_const)
        2    0.000    0.000    0.007    0.003 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\np\arrayobj.py:444(getitem_array_tuple)
       11    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\context.py:13(__init__)
       24    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\module.py:233(_next)
      148    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:698(dereferenceable)
       18    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\ir.py:1126(get_or_define)
       90    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\colorama\ansitowin32.py:106(should_wrap)
       25    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typeinfer.py:43(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\ffi.py:208(__str__)
      149    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\common.py:27(_is_shutting_down)
       45    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\colorama\initialise.py:51(deinit)
        6    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\cffi\api.py:194(typeof)
        6    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\cgutils.py:173(__setitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typed_passes.py:588(_do_work_call)
        5    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\cffi\api.py:952(_builtin_function_type)
        3    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\np\numpy_support.py:119(as_dtype)
       26    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\bytecode.py:80(is_jump)
        4    0.000    0.000    0.001    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\linker.py:5(link_modules)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\analysis.py:509(rewrite_semantic_constants)
        1    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\interpreter.py:152(_legalize_exception_vars)
        8    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\controlflow.py:16(__init__)
       65    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        7    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\np\arrayobj.py:56(make_array)
        1    0.000    0.000    0.014    0.014 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typed_passes.py:85(run_pass)
        5    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\typing\typeof.py:82(typeof_type)
        5    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\binding\module.py:89(get_global_variable)
        7    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\llvmlite\ir\values.py:360(_get_reference)
        8    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\interpreter.py:430(insert_block)
       20    0.000    0.000    0.000    0.000 C:\Users\nmoll\Anaconda3\lib\site-packages\numba\core\runtime\nrtopt.py:117(<listcomp>)
